-760,304,-624
-760,296,-592
-744,304,-592
-776,304,-592
-752,304,-584
-744,312,-584
-760,288,-608
-768,288,-536
-760,304,-568
-768,304,-584
-768,312,-576
-744,312,-584
-760,288,-568
-768,296,-552
-744,312,-592
-760,312,-584
-752,312,-568
-752,312,-592
-744,288,-600
-728,296,-608
-736,320,-584
-768,344,-616
-792,336,-616
-800,304,-528
-3048,-248,1664
56,1480,-2296
800,2704,-2200
-240,3392,-1704
-920,800,736
-1320,1200,-560
-1472,664,-104
-1120,688,-280
-920,488,-136
-920,440,-232
-928,408,-208
-920,400,-192
-904,416,-200
-888,416,-216
-912,416,-272
-896,424,-216
-888,432,-240
-888,408,-232
-888,408,-224
-888,400,-224
-872,392,-232
-880,408,-216
-880,408,-224
-848,576,-176
-824,664,-192
-784,712,-80
-776,776,-56
-776,840,-40
-776,856,-56
-744,848,-40
-688,832,-56
-688,816,24
-616,848,-16
-568,880,32
-464,888,72
-416,896,48
-360,864,88
-304,800,88
-272,760,32
-248,720,-8
-248,704,32
-288,608,72
-400,912,496
-1072,792,504
80,1000,16
-96,2240,1680
-456,1840,1144
-184,640,224
56,144,-144
96,-64,-216
240,-280,-16
320,344,304
272,1320,1200
-176,1416,-256
-472,1552,424
-488,1536,352
-232,1096,56
-120,992,408
288,824,152
712,1056,-592
536,456,448
240,-392,120
32,-464,8
272,288,1088
-1368,2184,1168
-912,2608,576
-328,1712,464
120,440,-480
24,-272,-496
-96,-608,-120
520,40,-72
