-2272,1904,-288
-3112,408,1024
-1928,-504,864
-1704,-328,288
-1376,136,72
-1184,272,144
-1088,288,168
-1016,312,160
-992,312,176
-968,312,120
-960,336,152
-976,344,144
-960,344,136
-960,360,152
-960,376,144
-968,408,176
-976,472,88
-968,552,104
-968,616,56
-968,680,0
-1000,824,-168
-1096,960,-272
-1176,1032,-328
-1264,1088,-248
-1424,1176,-48
-1288,1160,272
-1056,984,184
-840,576,624
-712,-400,712
-736,-720,912
-784,-1296,224
-1240,-568,576
-1848,-312,576
-2704,1288,1456
-2208,2096,2064
-1752,2888,160
-1656,2840,-504
-1848,2792,-80
-2128,2344,8
-2288,1680,-360
-2136,1240,-272
-1720,1024,80
-1232,744,336
-936,296,352
-856,-488,648
-1024,-752,768
-1040,-1160,432
-1624,-288,952
-2840,-96,2496
-2992,1736,3224
-2536,2352,4056
-2016,3216,-520
-1688,2152,-368
-1336,2208,608
-1656,1840,280
-1568,984,168
-1424,264,896
-1064,120,776
-736,-64,960
-728,-240,784
-864,-176,480
-1064,56,632
-1280,448,600
-1400,768,712
-1248,1160,600
-1376,2008,640
-1224,1440,736
-1160,1056,480
-1200,872,312
-1088,824,-272
-2640,1968,-152
-2928,1736,152
-2976,1872,1016
-3208,1608,1704
-3208,952,2408
-3208,-16,2384
-3144,-1320,2568
-1744,-2704,2104
-2480,-2608,680
-3280,-3344,4080
-3680,368,3240
-2640,392,4080
-3088,784,-544
-1760,1392,3576
-608,1696,2200
-1288,1840,888
-1248,1304,-48
-1528,1120,544
-2800,1000,-568
-2096,-432,280
-1128,-472,-160
-752,-320,168
-1136,128,824
-1352,768,96
-1656,1296,184
-1856,1488,720
-1464,480,160
-1128,144,-128
-680,56,16
-528,88,-24
-712,160,-328
-1280,944,-216
-1744,1088,1600
-608,936,1928
112,664,3736
-64,-224,1856
-824,-616,712
-1200,-784,456
-1488,-952,424
-1440,-880,344
-1304,-696,288
-1152,-384,352
-1208,-72,160
-1296,288,160
-1264,128,24
-1192,-16,296
-1256,-16,248
-1416,-104,208
-1368,-120,104
-1344,-8,32
-1328,-112,-16
-1136,-688,-464
-1064,-656,-112
-992,-464,336
-968,-312,392
-936,-208,344
-904,-168,336
-872,-144,416
-880,-136,432
-880,-136,336
-848,-192,320
-816,-200,288
-872,-192,240
-896,-184,272
-904,-176,248
-904,-152,144
-904,-144,184
-912,-184,136
-960,-192,248
-968,-176,256
