-728,704,232
-808,472,120
-880,400,80
-928,376,120
-904,352,152
-928,344,128
-976,344,176
-976,312,120
-960,272,104
-904,272,40
-928,280,96
-952,312,88
-968,344,128
-960,368,136
-960,400,136
-960,400,152
-1000,480,120
-1008,656,144
-936,840,176
-896,896,136
-872,952,80
-864,976,152
-848,1016,200
-776,992,288
-568,728,184
-480,616,136
-792,32,-624
-672,552,616
-424,928,560
-568,2008,616
-336,2424,1608
-440,2024,928
-344,528,-360
-488,-632,-144
-400,-1504,208
-80,-2256,240
-1320,912,-1160
-1824,2400,-2120
-1456,2680,-648
-920,1744,-448
-280,328,-144
-72,-840,64
120,-1808,224
40,-1784,816
-2016,1144,-2256
-2352,2616,560
-1624,2920,824
56,-1272,-16
8,-2000,280
240,-2344,1872
-1920,864,-2264
-1264,1288,-464
-8,400,-120
-48,488,376
-88,528,0
-256,528,-80
-312,696,176
-280,768,168
-416,656,144
-464,560,144
-504,360,-80
-632,352,48
-824,360,16
-1184,296,80
-1640,640,128
-1728,848,568
-1632,696,-200
-1440,744,80
-1216,648,544
-1016,384,368
-944,104,336
-904,-64,432
-928,-96,248
-960,-104,232
-976,-96,224
-928,-120,280
-928,-128,304
-960,-152,312
-960,-200,272
-944,-288,288
-960,-328,232
-928,-360,264
-920,-376,288
-904,-408,208
-880,-408,216
-888,-384,248
-888,-408,216
-872,-416,208
-856,-416,224
-856,-416,176
-856,-392,208
-864,-408,200
-856,-448,200
-824,-440,168
-848,-440,216
