-1944,-1192,240
-1048,-592,280
-864,-160,144
-912,80,176
-920,152,152
-952,200,120
-952,232,160
-976,240,192
-968,264,232
-968,264,208
-960,304,120
-968,352,80
-976,432,88
-1000,520,16
-1040,704,40
-1040,808,112
-1032,904,136
-1008,952,136
-960,944,144
-896,888,136
-792,784,152
-736,720,184
-680,632,144
-616,592,160
-584,576,136
-1056,40,-360
-824,376,-400
-896,840,-24
-1128,1568,-144
-1168,1592,-16
-776,1360,480
-184,928,616
216,112,296
288,-312,208
232,-560,432
192,-912,736
-208,-936,128
-1160,1576,-2512
-1328,1632,-1640
-1192,1840,-1824
-664,1264,416
-288,872,392
-48,448,-8
168,56,248
192,-264,256
304,-648,376
24,-680,504
-1080,680,-1760
-960,1544,-584
-632,1304,-552
-400,1024,-168
-344,856,-104
-312,944,32
-336,920,-144
-384,808,-24
-440,624,-184
-488,560,-144
-584,456,-224
-664,408,-152
-752,360,-88
-896,312,-32
-1160,280,200
-1552,344,336
-1664,456,272
-1512,432,200
-1424,384,40
-1360,-120,-784
-1240,-112,-320
-1032,-192,56
-880,-336,528
-760,-416,736
-720,-376,776
