[INFO    ] Enabling application logging...
[INFO    ] Installation successful
[INFO    ] JS: starting app: 00257B31-F773-4209-B559-BAD6E88B2C45 wearable_gestures
[INFO    ] app is ready: 1
[INFO    ] JS: wearable_gestures: Hello world! - Sent from your javascript application.
[INFO    ] Displaying logs ... Ctrl-C to interrupt.
[INFO    ] JS: wearable_gestures: undefinedundefined
-968,320,-192
-1016,320,-304
-1016,360,-224
-1032,488,-488
-920,464,-480
-808,456,-536
-744,448,-624
-744,464,-584
-760,456,-592
-768,392,-520
-760,400,-560
-760,400,-560
-744,408,-624
-736,416,-584
-720,424,-616
-736,384,-624
-728,384,-560
-752,376,-584
-744,360,-568
-736,360,-600
-760,368,-592
-760,376,-576
-760,360,-560
-752,328,-584

[INFO    ] JS: wearable_gestures: undefinedundefined
896,672,-2200
-56,-1680,1560
1464,-2616,112
-128,-3312,1744
1024,-888,-944
896,-584,176
-504,-160,-248
-904,56,-280
-848,128,-144
-816,280,-184
-840,344,-248
-872,352,-240
-864,408,-280
-880,440,-272
-888,448,-328
-880,424,-288
-880,368,-240
-864,376,-256
-872,416,-288
-864,408,-272
-888,456,-328
-896,488,-336
-840,472,-328
-776,456,-344

[INFO    ] JS: wearable_gestures: undefinedundefined
-760,456,-328
-752,512,-352
-720,576,-328
-736,640,-320
-784,680,-256
-816,720,-176
-944,728,-216
-968,776,-112
-936,832,-128
-728,776,-32
-736,768,-8
-792,840,-16
-920,864,-56
-1000,744,-80
-944,632,-48
-896,648,80
-912,616,152
-752,856,416
-1136,-888,-2328
-352,392,1464
-592,1504,1344
-632,2232,-664
-120,1912,32
0,1064,296

[INFO    ] JS: wearable_gestures: undefinedundefined
-608,-1104,-800
-760,-1648,-200
-136,-1104,1360
616,1488,1008
-888,2784,440
-104,2168,856
-184,776,544
-584,-472,-360
-824,-1184,-208
-640,-1344,864
280,-32,864
-1160,2024,1016
-1016,2408,72
120,1184,88
-152,592,336
-384,232,136
-256,424,184
-104,752,32
-56,768,64
-8,688,-120
-48,896,80
-200,768,-40
-432,648,-192
-568,680,-240

[INFO    ] Disabling application logging...


