-592,448,-560
-656,496,-736
-656,520,-720
-656,504,-584
-640,528,-560
-640,552,-568
-584,512,-592
-488,472,-664
-408,472,-656
-424,488,-816
-456,568,-896
-496,544,-784
-568,528,-736
-592,480,-680
-600,480,-648
-632,440,-696
-624,432,-664
-608,432,-624
-592,424,-624
-592,424,-656
-592,384,-696
-600,320,-656
-640,304,-712
-688,352,-800
-3432,-880,1528
328,-1296,-1320
1832,-2336,-488
-368,-2384,1072
-384,24,-1096
-1256,744,-672
-960,1168,-632
-840,1200,-504
-728,1024,-360
-584,832,-280
-520,760,-280
-504,808,-600
-424,1000,-800
-416,1336,-1160
-520,1832,-1112
-600,2104,-864
-488,1392,-384
-336,608,-16
-152,368,128
8,160,-32
-8,-8,104
80,-352,-112
144,-496,-184
328,-576,-88
312,-448,48
192,-592,-112
64,-920,-592
40,-1440,-296
0,-1496,-568
64,-1480,-560
184,-1080,-272
360,-272,288
536,16,32
400,-32,-664
344,-280,-144
208,-976,-136
64,-1760,-488
-32,-1680,-1040
88,-1384,-256
256,-904,88
352,-328,368
512,240,-72
424,-96,-1072
392,-448,-416
328,-872,-168
240,-1536,-56
184,-1656,-136
