-584
-1048
-1376
-1704
-1904
-1952
-1768
-368
1856
2968
3512
3512
2792
2184
1104
-168
-1024
-1408
-1640
-1808
-1760
-1656
-1400
-504
2936
3480
3576
3040
2456
1848
624
-440
-944
-1176
-1616
-2176
-2520
-2400
-8
2032
3056
3472
1992
584
464
584
744
872
816
936
1032
1016
920
920
944
872
936
968
944
992
832
648
408
264
280
344
328
328
280
392
464
488
