1000,-904,1584,1072,-384,1848,1000,1000,928,912,952,976,960,952,960,960,912,760,712,768,848,808,768,696,808,656,600,520,472,504,472,440,440,456,440,448,440,424,456,480,472,488,504,528,520,504,512,504,472,464,464,488,488,480,464,480,512,504,496,496,496,472,472,472,472,480,472,472,464,464,472,472

