1104
152
-536
-1032
-1296
-1480
-1232
-936
-888
-440
1768
2920
3088
3200
3056
2760
2080
968
192
-408
-856
-1280
-1624
-1640
-1480
-296
1888
2984
2656
2448
1832
1104
672
488
624
720
696
664
680
784
672
632
584
488
496
528
632
720
760
816
856
864
928
968
1000
1008
1016
1056
1056
1040
1040
936
1048
1096
1072
952
864
832
784
784
824
864
